app_number,patent_number,blocked_app,date,blocking_type
"08/574,737",5764899,9783726,2012-04-13,103a
"08/574,737",5764899,9783726,2012-04-13,103a
"08/574,737",5764899,9783726,2013-05-29,103a
"08/574,737",5764899,9783726,2013-05-29,103a
"12/365,166",7940740,12365703,2011-08-03,102
"12/365,166",7940740,13153293,2011-07-12,103a
"12/365,166",7940740,12829534,2012-12-07,103a
"12/365,166",7940740,13331987,2012-11-08,102e
"12/365,166",7940740,13040109,2012-01-06,119
"12/365,166",7940740,12712642,2012-07-19,103a
"12/365,166",7940740,12815865,2012-10-09,102e
"12/365,166",7940740,12815865,2012-10-09,103a
"12/365,166",7940740,12829534,2012-03-28,103a
"12/365,166",7940740,13255236,2013-03-07,103a
"12/365,166",7940740,13085373,2013-06-03,103a
"08/977,913",6195342,12302184,2011-08-05,102e
"08/977,913",6195342,12071528,2011-03-16,102b
"10/448,555",7277453,10593987,2011-02-14,103a
"10/448,555",7277453,10593987,2011-02-14,103a
"10/448,555",7277453,10593987,2011-02-14,103a
"10/448,555",7277453,10593987,2011-02-14,103a
"10/448,555",7277453,10593987,2011-02-14,103a
"10/448,555",7277453,12353697,2011-09-30,103a
"10/448,555",7277453,10593987,2011-11-07,103a
"10/448,555",7277453,10593987,2011-11-07,103a
"10/448,555",7277453,10593987,2011-11-07,103a
"10/448,555",7277453,10593987,2011-11-07,103a
"10/448,555",7277453,10593987,2011-11-07,103a
"10/448,555",7277453,10593987,2011-06-06,103a
"10/448,555",7277453,10593987,2011-06-06,103a
"10/448,555",7277453,10593987,2011-06-06,103a
"10/448,555",7277453,10593987,2011-06-06,103a
"10/448,555",7277453,10593987,2011-06-06,103a
"09/619,232",6465119,12129626,2011-03-29,102
"09/619,232",6465119,12983969,2012-07-05,103a
"09/619,232",6465119,12983969,2012-01-26,103
"09/619,232",6465119,12983969,2012-01-26,103a
"09/619,232",6465119,12530717,2014-03-28,103a
"09/619,232",6465119,12530717,2014-03-28,103a
"09/619,232",6465119,12530717,2014-03-28,103a
"09/504,152",6429811,13237550,2012-11-01,102e
"09/469,868",6694149,12393159,2011-10-25,102b
"09/469,868",6694149,12393159,2011-10-25,103a
"10/647,776",6907019,11432897,2011-03-10,103a
"10/647,776",6907019,11432897,2011-10-27,103a
"10/661,860",7173606,11856435,2011-04-22,103a
"10/661,860",7173606,11856435,2011-09-27,103a
"09/384,493",6211819,11833962,2011-11-17,103a
"09/384,493",6211819,11833962,2012-07-05,103a
"08/817,043",6212382,11848711,2011-05-24,103a
"08/817,043",6212382,12908639,2012-04-16,103a
"09/145,091",6128763,13156098,2012-10-22,102b
"10/689,488",7079872,12482543,2011-06-08,103a
"08/654,488",5627931,12805952,2012-10-01,102b
"08/654,488",5627931,12805952,2012-10-01,102b
"11/404,326",7680118,12701992,2012-07-05,102b
"11/404,326",7680118,12948567,2013-01-29,103a
"11/404,326",7680118,12948567,2013-05-30,103a
"09/706,283",6660427,13031716,2012-08-14,102b
"09/706,283",6660427,13031716,2012-12-03,102b
"10/222,317",6741554,12545181,2011-08-08,103a
"10/222,317",6741554,12545181,2011-03-22,102b
"08/808,275",6016312,12183275,2011-07-25,103
"08/633,636",5838740,12036855,2011-02-03,103a
"08/633,636",5838740,12933416,2012-12-27,103a
"08/633,636",5838740,13346628,2012-07-25,102b
"08/633,636",5838740,12702895,2012-10-11,103a
"08/633,636",5838740,13346628,2013-03-13,102b
"09/706,558",6600928,11530675,2011-02-14,103a
"09/706,558",6600928,10993472,2011-03-14,103a
"09/706,558",6600928,10993472,2011-03-14,103a
"10/324,437",7117009,12400240,2011-10-03,103a
"10/324,437",7117009,12400240,2011-10-03,103a
"10/324,437",7117009,13452235,2012-08-02,103a
"10/324,437",7117009,13452235,2012-08-02,103a
"10/324,437",7117009,11742054,2013-12-03,103
"10/324,437",7117009,11742054,2013-12-03,103a
"09/629,633",6453160,11635804,2011-07-21,103a
"09/629,633",6453160,11635804,2011-07-21,103a
"08/625,409",5699365,12097576,2011-05-25,103
"08/625,409",5699365,12029282,2011-10-27,102b
"08/625,409",5699365,12097576,2011-11-08,103
"08/691,764",5729219,11869985,2011-02-01,103a
"08/691,764",5729219,11869985,2011-02-01,103a
"08/691,764",5729219,11620424,2011-04-26,103a
"08/691,764",5729219,12503314,2011-09-29,102b
"08/691,764",5729219,12729689,2012-07-02,103a
"08/691,764",5729219,12729689,2012-07-02,103a
"08/691,764",5729219,12503314,2012-03-21,103a
"09/086,396",6415252,11830548,2011-08-25,103a
"11/537,251",7787870,12849495,2012-09-11,103a
"10/870,558",7453831,11718006,2011-06-27,103a
"10/870,558",7453831,11718006,2011-02-03,103a
"10/298,097",6724170,10790627,2011-07-06,103a
"10/298,097",6724170,10790627,2011-07-06,103a
"10/298,097",6724170,10790627,2011-02-28,103a
"10/298,097",6724170,10790627,2011-02-28,103a
"10/298,097",6724170,10790627,2011-02-28,103a
"10/623,750",7010657,11649258,2014-05-13,103a
"10/623,750",7010657,11649258,2014-12-24,103a
"10/623,750",7010657,11649258,2014-02-05,103a
"10/623,750",7010657,11649258,2014-09-04,103a
"10/331,301",7099684,13007068,2012-09-24,103a
"10/331,301",7099684,13007068,2012-09-24,103a
"10/331,301",7099684,13007068,2012-09-24,103a
"10/331,301",7099684,13007068,2012-04-26,103a
"10/331,301",7099684,13007068,2012-04-26,103a
"10/331,301",7099684,13007068,2012-04-26,103a
"10/940,180",7340221,12906052,2011-05-05,103a
"11/727,217",7499689,12461661,2011-05-27,103a
"09/196,996",6570861,12047590,2011-05-19,103a
"09/196,996",6570861,12047590,2011-01-12,103a
"09/196,996",6570861,11444657,2011-02-18,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/106,596",6185433,9734852,2011-05-09,103a
"09/301,679",6469997,11359503,2011-10-17,103a
"09/301,679",6469997,11359503,2011-02-17,103a
"09/685,702",6430228,11590398,2011-09-06,103a
"09/685,702",6430228,11590398,2011-09-06,103a
"09/685,702",6430228,11590398,2011-09-06,103a
"09/685,702",6430228,11590398,2011-09-06,103a
"09/685,702",6430228,11590398,2011-03-18,103a
"09/685,702",6430228,11590398,2011-03-18,103a
"09/685,702",6430228,11590398,2011-03-18,103a
"09/685,702",6430228,11590398,2012-02-15,103a
"09/685,702",6430228,11590398,2012-02-15,103a
"09/685,702",6430228,11590398,2012-02-15,103a
"09/685,702",6430228,11590398,2012-02-15,103a
"10/036,553",6744740,10795251,2011-04-15,103
"10/036,553",6744740,12415523,2011-01-11,112
"10/036,553",6744740,11936774,2011-03-03,103a
"10/036,553",6744740,11750028,2011-10-17,103a
"10/036,553",6744740,12101333,2011-06-07,103a
"10/036,553",6744740,12101333,2011-06-07,103a
"10/036,553",6744740,12101333,2011-06-07,103a
"10/036,553",6744740,12101333,2011-06-07,103a
"10/036,553",6744740,11750028,2011-04-29,103a
"10/036,553",6744740,11470812,2011-09-26,103a
"10/036,553",6744740,12101333,2011-01-24,103a
"10/036,553",6744740,12101333,2011-01-24,103a
"10/036,553",6744740,12101333,2011-01-24,103a
"10/036,553",6744740,11470812,2011-04-11,103a
"10/036,553",6744740,11470812,2012-07-11,103a
"10/422,376",7310423,12307391,2011-04-22,103a
"10/789,528",7492753,13356547,2012-11-29,103a
"10/789,528",7492753,13356547,2012-11-29,103a
"10/326,767",6909761,11926327,2011-04-19,103a
"10/326,767",6909761,12901003,2012-09-20,102b
"09/664,294",7213062,11499182,2011-05-25,103a
"09/664,294",7213062,13255328,2013-04-10,102
"09/365,726",6526581,10676429,2011-10-03,103a
"09/365,726",6526581,10676429,2011-10-03,103a
"09/365,726",6526581,12168425,2011-03-09,102e
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,12168425,2011-03-09,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,11969870,2011-03-29,103a
"09/365,726",6526581,10676429,2011-03-03,103a
"09/365,726",6526581,10676429,2011-03-03,103a
"09/365,726",6526581,11636998,2011-10-25,103a
"09/365,726",6526581,13015695,2012-01-18,103a
"09/365,726",6526581,13015695,2012-06-20,103a
"09/365,726",6526581,10676429,2012-02-13,103a
"09/365,726",6526581,10676429,2012-02-13,103a
"10/022,964",6671525,11621957,2011-09-23,103a
"10/022,964",6671525,11621957,2011-04-19,103a
"10/022,964",6671525,12683522,2012-03-22,103a
"09/665,726",6728531,12484300,2011-09-01,103a
"09/665,726",6728531,11624552,2011-01-21,103a
"09/665,726",6728531,11624552,2011-01-21,103a
"09/665,726",6728531,9988241,2011-02-11,103a
"10/615,151",7016475,11631611,2011-11-29,132a
"08/727,352",5665265,12180509,2011-04-14,103a
"08/727,352",5665265,12180509,2012-03-13,103a
"11/564,399",7729433,12630627,2011-03-16,102e
"09/574,862",6807563,11378163,2011-01-07,101
"09/574,862",6807563,11854301,2011-05-16,102
"09/574,862",6807563,11854301,2011-11-25,103a
"08/598,779",5637418,13050378,2013-01-10,103a
"10/008,720",6643541,12085657,2011-08-02,103a
"10/008,720",6643541,12935000,2012-10-02,103a
"09/443,538",6519239,12025683,2011-04-25,103a
"09/443,538",6519239,12025683,2011-04-25,103a
"09/443,538",6519239,12130069,2011-03-24,102b
"09/443,538",6519239,12130069,2011-07-21,102b
"09/443,538",6519239,12025683,2011-10-17,103a
"09/443,538",6519239,12025683,2011-10-17,103a
"09/138,183",6091969,12904900,2012-05-10,103a
"10/291,305",6762723,12325366,2011-02-02,103a
"09/061,645",5974085,12953604,2011-05-11,103a
"09/311,450",6072790,11255270,2012-12-20,103a
"09/311,450",6072790,11255270,2013-06-20,103
"10/027,426",6996172,11777918,2011-12-19,101
"11/018,271",7509259,11460075,2011-02-15,103a
"09/359,280",6438360,11876037,2011-02-04,103a
"09/359,280",6438360,11876037,2011-07-21,103a
"09/561,319",6731940,12574242,2011-03-30,103a
"09/561,319",6731940,12574242,2011-09-15,103a
"11/027,869",7817718,11520709,2011-02-10,103a
"11/027,869",7817718,11520709,2011-02-10,103a
"11/027,869",7817718,11520709,2011-02-10,103a
"11/027,869",7817718,11520709,2011-02-10,103a
"11/027,869",7817718,11520709,2011-07-28,103a
"11/027,869",7817718,11520709,2011-07-28,103a
"11/027,869",7817718,11520709,2011-07-28,103a
"11/027,869",7817718,11520709,2011-07-28,103a
"11/027,869",7817718,12907656,2011-11-28,112
"08/753,231",5963876,11833733,2011-09-14,103a
"10/308,797",7234119,12356551,2011-03-01,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2013-07-25,103a
"10/280,903",6807317,12735329,2013-07-25,103a
"10/280,903",6807317,12735329,2013-01-09,103a
"10/280,903",6807317,12735329,2013-01-09,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2012-08-02,103a
"10/280,903",6807317,12735329,2013-07-25,103a
"10/280,903",6807317,12735329,2013-07-25,103a
"10/280,903",6807317,12735329,2013-01-09,103a
"10/280,903",6807317,12735329,2013-01-09,103a
"08/960,814",6052064,12741744,2012-12-28,103
"09/971,430",6665283,10321308,2011-06-08,103a
"09/971,430",6665283,10321308,2012-11-13,103a
"09/971,430",6665283,10321308,2012-02-29,103a
"09/971,430",6665283,10321308,2012-06-18,103a
"09/050,297",5999138,11749596,2011-05-06,103a
"10/331,697",7106358,12907244,2012-11-09,103a
"10/331,697",7106358,12907244,2012-11-09,103a
"10/024,890",7047005,12156544,2011-02-16,103a
"09/676,904",6529746,11832590,2011-01-05,103a
"09/676,904",6529746,11832590,2011-11-30,103a
"09/676,904",6529746,11832858,2011-01-04,103a
"09/676,904",6529746,11832590,2011-08-17,103a
"11/027,110",7769087,12951732,2012-04-03,119
"11/027,110",7769087,12951732,2013-02-26,119a
"10/695,009",7505764,11578206,2012-07-17,103a
"10/175,666",6725021,12726817,2012-03-29,103a
"11/375,217",7504936,11834058,2011-03-08,103a
"11/375,217",7504936,11834058,2011-09-21,103a
"11/242,506",7398453,12043348,2011-10-18,103a
"12/259,385",7957772,12705736,2011-10-28,103
"10/744,762",7026789,12478097,2011-07-08,103a
"10/744,762",7026789,11971835,2011-05-26,103a
"12/724,188",8270359,13100801,2013-08-14,103a
"12/724,188",8270359,13100801,2013-04-26,103a
"12/724,188",8270359,12825179,2013-02-25,103a
"10/124,381",6704046,12469524,2011-07-01,103a
"10/124,381",6704046,12469524,2011-07-01,103a
"10/124,381",6704046,12469524,2011-07-01,103a
"09/613,804",6766353,12054664,2011-10-06,103a
"09/613,804",6766353,12394724,2011-07-20,103
"09/613,804",6766353,12394724,2012-01-19,103a
"09/613,804",6766353,11651801,2012-01-12,119
"09/613,804",6766353,11651801,2012-01-12,103a
"09/613,804",6766353,11651801,2012-01-12,103a
"09/613,804",6766353,11651801,2012-01-12,103a
"09/613,804",6766353,13413173,2012-05-11,103a
"09/613,804",6766353,13413173,2012-05-11,103a
"09/613,804",6766353,11592309,2012-09-12,103a
"09/613,804",6766353,12397757,2012-06-12,103a
"09/613,804",6766353,13413173,2012-11-30,103a
"09/613,804",6766353,13413173,2012-11-30,103a
"09/613,804",6766353,13413173,2012-11-30,103a
"09/254,671",6330459,12443423,2011-08-26,103a
"09/254,671",6330459,12443423,2011-02-04,103a
"08/810,718",6041241,10829786,2011-03-31,103a
"08/810,718",6041241,12841863,2012-07-05,103a
"09/860,934",6396726,12069584,2011-04-07,102b
"09/860,934",6396726,12718122,2013-01-23,103a
"12/398,057",8060012,13263705,2013-05-09,103
"09/107,890",6034971,11796166,2011-10-14,103a
"09/107,890",6034971,11796166,2011-10-14,103a
"09/107,890",6034971,13563572,2012-10-09,103a
"10/158,439",7085542,13318803,2013-08-13,103a
"10/158,439",7085542,13318803,2014-03-28,103a
"10/158,439",7085542,13318803,2014-03-28,103a
"09/358,884",6160449,11959923,2011-11-15,103a
"09/358,884",6160449,11914747,2011-05-09,103a
"09/353,583",7640571,12197505,2011-12-27,103a
"09/353,583",7640571,12197505,2011-12-27,103a
"09/353,583",7640571,12197505,2011-06-08,103a
"09/353,583",7640571,12197505,2012-07-11,103a
"09/353,583",7640571,12197505,2012-07-11,103a
"12/127,273",8224303,12684227,2013-06-03,103a
"12/127,273",8224303,12684227,2013-06-03,103a
"12/127,273",8224303,12684227,2014-01-15,119a
"12/127,273",8224303,12684227,2014-01-15,103a
"12/127,273",8224303,12684227,2014-01-15,103a
"12/127,273",8224303,12684227,2014-06-19,103a
"12/127,273",8224303,12684227,2014-06-19,103a
"09/946,109",7242784,11843061,2011-10-27,103a
"09/143,887",6104808,11828804,2011-07-20,103a
"09/143,887",6104808,11828804,2011-07-20,103a
"09/143,887",6104808,11828804,2011-03-17,103a
"09/054,010",6228516,12715630,2011-06-06,103
"09/054,010",6228516,12131892,2011-06-29,103a
"11/289,836",7747017,12592445,2011-10-25,103a
"11/289,836",7747017,12592445,2011-10-25,103a
"11/289,836",7747017,12592445,2012-03-22,103a
"09/665,610",6725022,11193828,2011-11-16,103a
"09/665,610",6725022,12484300,2011-09-01,103a
"09/665,610",6725022,11193828,2011-08-03,103a
"09/665,610",6725022,12033616,2011-02-15,103a
"09/665,610",6725022,12061803,2011-01-21,103a
"09/665,610",6725022,12353051,2011-09-16,102b
"09/665,610",6725022,12353051,2011-09-16,103a
"09/665,610",6725022,12353051,2011-09-16,103a
"09/665,610",6725022,12353051,2011-09-16,103a
"09/665,610",6725022,12484300,2012-01-19,103a
"10/082,006",7047050,11955338,2011-05-23,103a
"10/082,006",7047050,12717891,2011-06-15,102b
"10/082,006",7047050,13331050,2013-05-06,102b
"09/282,726",6100664,11939664,2011-01-06,103a
"10/688,714",6944245,12065588,2011-09-12,103a
"10/688,714",6944245,12065588,2011-09-12,103a
"08/980,563",5940076,12704039,2011-12-28,102e
"08/980,563",5940076,11435795,2011-06-03,119a
"08/980,563",5940076,11435795,2011-06-03,103a
"08/980,563",5940076,11435795,2011-06-03,103a
"08/980,563",5940076,12694785,2012-03-02,103
"09/366,422",6212393,13247431,2013-03-21,102
"09/366,422",6212393,13247431,2013-03-21,103a
"10/322,364",7356348,11873453,2011-03-02,103
"10/322,364",7356348,11873453,2011-03-02,103a
"10/322,364",7356348,11873453,2011-03-02,103a
"10/322,364",7356348,11873453,2012-07-13,103a
"10/322,364",7356348,11873453,2012-07-13,103a
"09/531,292",6707826,12819973,2012-10-05,103a
"09/531,292",6707826,12819973,2012-10-05,103a
"10/330,630",7292879,12732681,2012-02-02,102b
"10/330,630",7292879,12732681,2012-02-02,103a
"10/330,630",7292879,12732681,2012-02-02,103a
"10/330,630",7292879,12732681,2012-02-02,103a
"10/330,630",7292879,12732681,2012-02-02,103a
"10/330,630",7292879,12732681,2012-08-14,103a
"10/330,630",7292879,12732681,2012-08-14,103a
"10/330,630",7292879,12732681,2012-12-18,103a
"10/330,630",7292879,12732681,2012-12-18,103a
"10/330,630",7292879,12732681,2012-12-18,103a
"10/330,630",7292879,12732681,2013-03-28,103
"09/686,575",6393076,11863657,2011-01-11,103a
"09/686,575",6393076,11863657,2011-01-11,103a
"09/686,575",6393076,11863657,2011-01-11,103a
"09/686,575",6393076,11863657,2011-01-11,103a
"09/686,575",6393076,11863657,2011-01-11,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/686,575",6393076,12705460,2012-09-17,103a
"09/437,672",6553021,12717419,2011-03-03,103a
"09/437,672",6553021,12717419,2012-05-24,103a
"09/437,672",6553021,12717419,2013-02-05,103a
"09/257,274",6256393,12303120,2011-07-15,103a
"09/257,274",6256393,12303120,2011-07-15,103a
"09/257,274",6256393,11584208,2011-06-17,103a
"09/257,274",6256393,11584208,2011-06-17,103a
"09/257,274",6256393,11584208,2011-06-17,103a
"09/257,274",6256393,11584208,2011-06-17,103a
"10/131,660",7385913,12402482,2012-05-04,103a
"10/131,660",7385913,12402482,2012-05-04,103a
"10/131,660",7385913,12402482,2012-05-04,103a
"10/131,660",7385913,12402482,2012-05-04,103a
"10/131,660",7385913,12402482,2012-05-04,103a
"10/131,660",7385913,12402482,2012-05-04,103a
"10/131,660",7385913,12402482,2012-10-18,103a
"10/131,660",7385913,12402482,2012-10-18,103a
"10/131,660",7385913,12402482,2012-10-18,103a
"10/131,660",7385913,12402482,2012-10-18,103a
"10/131,660",7385913,12402482,2012-10-18,103a
"08/944,585",6084468,12919525,2013-01-24,103a
"09/887,831",7165112,12898114,2011-06-15,103a
"10/770,906",7321570,12065272,2011-10-14,103a
"10/770,906",7321570,12065272,2011-07-19,103a
"10/403,946",7539186,12027429,2011-10-14,103a
"10/403,946",7539186,12027429,2011-10-14,103a
"10/403,946",7539186,12027429,2011-10-14,103a
"10/403,946",7539186,12027429,2011-10-14,103a
"10/403,946",7539186,12027429,2011-10-14,103a
"10/740,291",7787357,10584335,2011-03-14,103a
"11/874,605",7873338,12027996,2011-04-27,103a
"11/874,605",7873338,12680547,2011-10-04,103a
"11/874,605",7873338,12027996,2011-10-19,103a
"11/874,605",7873338,12680547,2012-04-13,103
"10/052,081",7200112,12906953,2011-01-03,119a
"10/052,081",7200112,10374810,2011-01-19,103a
"10/052,081",7200112,10374810,2011-01-19,103a
"10/052,081",7200112,10374810,2011-01-19,103a
"10/052,081",7200112,10374810,2011-01-19,103a
